"Country_Year","Year","BronzeCount","SilverCount","GoldCount","TotalMedalCount","Density Value","GDP Value","Pop Value","DensityPerBronze","DensityPerSilver","DensityPerGold","DensityPerTotal","GDPPerBronze","GDPPerSilver","GDPPerGold","GDPPerTotal","PopulationPerBronze","PopulationPerSilver","PopulationPerGold","PopulationPerTotal"
"Trinidad and Tobago 1996","1996","2","0","0","2","256.0300195","5759537726","1313434","128.0150097500000000",NULL,NULL,"128.0150097500000000","2879768863.00000000",NULL,NULL,"2879768863.00000000","656717.000000000000",NULL,NULL,"656717.000000000000"
"Trinidad and Tobago 2000","2000","1","1","0","2","259.688694","8154338233","1332203","259.6886940000000000","259.6886940000000000",NULL,"129.8443470000000000","8154338233.00000000","8154338233.00000000",NULL,"4077169116.50000000","1332203.000000000000","1332203.000000000000",NULL,"666101.500000000000"
"Trinidad and Tobago 2004","2004","1","0","0","1","265.3356725","13280275123","1361172","265.3356725000000000",NULL,NULL,"265.3356725000000000","13280275123.00000000",NULL,NULL,"13280275123.00000000","1361172.000000000000",NULL,NULL,"1361172.000000000000"
"Trinidad and Tobago 2008","2008","0","1","5","6","271.5015595","27871587350","1392803",NULL,"271.5015595000000000","54.3003119000000000","45.2502599166666667",NULL,"27871587350.00000000","5574317470.00000000","4645264558.33333333",NULL,"1392803.000000000000","278560.600000000000","232133.833333333333"
"Trinidad and Tobago 2012","2012","5","4","1","10","278.8259259","27334581560","1430377","55.7651851800000000","69.7064814750000000","278.8259259000000000","27.8825925900000000","5466916312.00000000","6833645390.00000000","27334581560.00000000","2733458156.00000000","286075.400000000000","357594.250000000000","1430377.000000000000","143037.700000000000"
"Trinidad and Tobago 2016","2016","1","0","0","1","286.4191033","23713671528","1469330","286.4191033000000000",NULL,NULL,"286.4191033000000000","23713671528.00000000",NULL,NULL,"23713671528.00000000","1469330.000000000000",NULL,NULL,"1469330.000000000000"
"Tunisia 1968","1968","1","0","1","2","30.79945288","1214666667","4785003","30.7994528800000000",NULL,"30.7994528800000000","15.3997264400000000","1214666667.00000000",NULL,"1214666667.00000000","607333333.50000000","4785003.000000000000",NULL,"4785003.000000000000","2392501.500000000000"
"Tunisia 1972","1972","0","1","0","1","34.24400103","2237556149","5320148",NULL,"34.2440010300000000",NULL,"34.2440010300000000",NULL,"2237556149.00000000",NULL,"2237556149.00000000",NULL,"5320148.000000000000",NULL,"5320148.000000000000"
"Tunisia 1996","1996","1","0","0","1","60.70127446","19587161807","9430550","60.7012744600000000",NULL,NULL,"60.7012744600000000","19587161807.00000000",NULL,NULL,"19587161807.00000000","9430550.000000000000",NULL,NULL,"9430550.000000000000"
"Tunisia 2008","2008","0","0","1","1","68.74600927","44859439902","10680380",NULL,NULL,"68.7460092700000000","68.7460092700000000",NULL,NULL,"44859439902.00000000","44859439902.00000000",NULL,NULL,"10680380.000000000000","10680380.000000000000"
"Tunisia 2012","2012","1","1","1","3","71.92574022","47311401813","11174383","71.9257402200000000","71.9257402200000000","71.9257402200000000","23.9752467400000000","47311401813.00000000","47311401813.00000000","47311401813.00000000","15770467271.00000000","11174383.000000000000","11174383.000000000000","11174383.000000000000","3724794.333333333333"
"Tunisia 2016","2016","3","0","0","3","75.21670314","44360072680","11685667","25.0722343800000000",NULL,NULL,"25.0722343800000000","14786690893.33333333",NULL,NULL,"14786690893.33333333","3895222.333333333333",NULL,NULL,"3895222.333333333333"
"Turkiye 1964","1964","1","3","2","6","39.77602354","11177777778","30612821","39.7760235400000000","13.2586745133333333","19.8880117700000000","6.6293372566666667","11177777778.00000000","3725925926.00000000","5588888889.00000000","1862962963.00000000","30612821.000000000000","10204273.666666666667","15306410.500000000000","5102136.833333333333"
"Turkiye 1968","1968","0","0","2","2","44.02644777","17500000000","33884075",NULL,NULL,"22.0132238850000000","22.0132238850000000",NULL,NULL,"8750000000.00000000","8750000000.00000000",NULL,NULL,"16942037.500000000000","16942037.500000000000"
"Turkiye 1972","1972","0","1","0","1","48.31936775","20650000000","37188035",NULL,"48.3193677500000000",NULL,"48.3193677500000000",NULL,"20650000000.00000000",NULL,"20650000000.00000000",NULL,"37188035.000000000000",NULL,"37188035.000000000000"
"Turkiye 1984","1984","3","0","0","3","62.5063524","59937602180","48106764","20.8354508000000000",NULL,NULL,"20.8354508000000000","19979200726.66666667",NULL,NULL,"19979200726.66666667","16035588.000000000000",NULL,NULL,"16035588.000000000000"
"Turkiye 1988","1988","0","1","1","2","67.92340475","90875175809","52275890",NULL,"67.9234047500000000","67.9234047500000000","33.9617023750000000",NULL,"90875175809.00000000","90875175809.00000000","45437587904.50000000",NULL,"52275890.000000000000","52275890.000000000000","26137945.000000000000"
"Turkiye 1992","1992","2","2","2","6","73.15468082","159000000000","56302037","36.5773404100000000","36.5773404100000000","36.5773404100000000","12.1924468033333333","79500000000.00000000","79500000000.00000000","79500000000.00000000","26500000000.00000000","28151018.500000000000","28151018.500000000000","28151018.500000000000","9383672.833333333333"
"Turkiye 1996","1996","1","1","4","6","78.34126268","181000000000","60293786","78.3412626800000000","78.3412626800000000","19.5853156700000000","13.0568771133333333","181000000000.00000000","181000000000.00000000","45250000000.00000000","30166666666.66666667","60293786.000000000000","60293786.000000000000","15073446.500000000000","10048964.333333333333"
"Turkiye 2000","2000","2","0","3","5","83.30437613","274000000000","64113547","41.6521880650000000",NULL,"27.7681253766666667","16.6608752260000000","137000000000.00000000",NULL,"91333333333.33333333","54800000000.00000000","32056773.500000000000",NULL,"21371182.333333333333","12822709.400000000000"
"Turkiye 2004","2004","5","3","3","11","88.07488663","409000000000","67785075","17.6149773260000000","29.3582955433333333","29.3582955433333333","8.0068078754545455","81800000000.00000000","136333333333.33333333","136333333333.33333333","37181818181.81818182","13557015.000000000000","22595025.000000000000","22595025.000000000000","6162279.545454545455"
"Turkiye 2008","2008","3","3","1","7","92.3192677","770000000000","71051678","30.7730892333333333","30.7730892333333333","92.3192677000000000","13.1884668142857143","256666666666.66666667","256666666666.66666667","770000000000.00000000","110000000000.00000000","23683892.666666666667","23683892.666666666667","71051678.000000000000","10150239.714285714286"
"Turkiye 2012","2012","1","2","2","5","97.67788028","881000000000","75175827","97.6778802800000000","48.8389401400000000","48.8389401400000000","19.5355760560000000","881000000000.00000000","440500000000.00000000","440500000000.00000000","176200000000.00000000","75175827.000000000000","37587913.500000000000","37587913.500000000000","15035165.400000000000"
"Turkiye 2016","2016","4","3","1","8","103.0078895","870000000000","79277962","25.7519723750000000","34.3359631666666667","103.0078895000000000","12.8759861875000000","217500000000.00000000","290000000000.00000000","870000000000.00000000","108750000000.00000000","19819490.500000000000","26425987.333333333333","79277962.000000000000","9909745.250000000000"
"Uganda 1968","1968","1","1","0","2","48.52795155","1037379252","9696370","48.5279515500000000","48.5279515500000000",NULL,"24.2639757750000000","1037379252.00000000","1037379252.00000000",NULL,"518689626.00000000","9696370.000000000000","9696370.000000000000",NULL,"4848185.000000000000"
"Uganda 1972","1972","0","1","1","2","54.47957059","1490970181","10885563",NULL,"54.4795705900000000","54.4795705900000000","27.2397852950000000",NULL,"1490970181.00000000","1490970181.00000000","745485090.50000000",NULL,"10885563.000000000000","10885563.000000000000","5442781.500000000000"
"Uganda 1980","1980","0","1","0","1","66.48328912","1244610000","13284026",NULL,"66.4832891200000000",NULL,"66.4832891200000000",NULL,"1244610000.00000000",NULL,"1244610000.00000000",NULL,"13284026.000000000000",NULL,"13284026.000000000000"
"Uganda 1996","1996","1","0","0","1","106.3488914","6044585327","21249572","106.3488914000000000",NULL,NULL,"106.3488914000000000","6044585327.00000000",NULL,NULL,"6044585327.00000000","21249572.000000000000",NULL,NULL,"21249572.000000000000"
"Uganda 2012","2012","0","0","1","1","170.9220776","27305915911","34273295",NULL,NULL,"170.9220776000000000","170.9220776000000000",NULL,NULL,"27305915911.00000000","27305915911.00000000",NULL,NULL,"34273295.000000000000","34273295.000000000000"
"Ukraine 1994","1994","1","0","1","2","89.62009148","52549580265","51921400","89.6200914800000000",NULL,"89.6200914800000000","44.8100457400000000","52549580265.00000000",NULL,"52549580265.00000000","26274790132.50000000","51921400.000000000000",NULL,"51921400.000000000000","25960700.000000000000"
"Ukraine 1996","1996","19","5","10","34","88.12945542","44558831005","51057800","4.6383923905263158","17.6258910840000000","8.8129455420000000","2.5920428064705882","2345201631.84210526","8911766201.00000000","4455883100.50000000","1310553853.08823529","2687252.631578947368","10211560.000000000000","5105780.000000000000","1501700.000000000000"
"Ukraine 1998","1998","0","1","0","1","86.55303357","41882523345","50144500",NULL,"86.5530335700000000",NULL,"86.5530335700000000",NULL,"41882523345.00000000",NULL,"41882523345.00000000",NULL,"50144500.000000000000",NULL,"50144500.000000000000"
"Ukraine 2000","2000","12","20","3","35","84.88219556","32375083935","49176500","7.0735162966666667","4.2441097780000000","28.2940651866666667","2.4252055874285714","2697923661.25000000","1618754196.75000000","10791694645.00000000","925002398.14285714","4098041.666666666667","2458825.000000000000","16392166.666666666667","1405042.857142857143"
"Ukraine 2004","2004","31","8","8","47","81.90635206","67220154164","47451626","2.6421403890322581","10.2382940075000000","10.2382940075000000","1.7426883417021277","2168392069.80645161","8402519270.50000000","8402519270.50000000","1430216046.04255319","1530697.612903225806","5931453.250000000000","5931453.250000000000","1009609.063829787234"
"Ukraine 2006","2006","3","0","0","3","80.75770851","112000000000","46787786","26.9192361700000000",NULL,NULL,"26.9192361700000000","37333333333.33333333",NULL,NULL,"37333333333.33333333","15595928.666666666667",NULL,NULL,"15595928.666666666667"
"Ukraine 2008","2008","16","5","10","31","79.84911448","188000000000","46258189","4.9905696550000000","15.9698228960000000","7.9849114480000000","2.5757778864516129","11750000000.00000000","37600000000.00000000","18800000000.00000000","6064516129.03225806","2891136.812500000000","9251637.800000000000","4625818.900000000000","1492199.645161290323"
"Ukraine 2012","2012","12","5","9","26","78.70148105","183000000000","45593342","6.5584567541666667","15.7402962100000000","8.7446090055555556","3.0269800403846154","15250000000.00000000","36600000000.00000000","20333333333.33333333","7038461538.46153846","3799445.166666666667","9118668.400000000000","5065926.888888888889","1753590.076923076923"
"Ukraine 2014","2014","1","0","4","5","78.15110739","134000000000","45272155","78.1511073900000000",NULL,"19.5377768475000000","15.6302214780000000","134000000000.00000000",NULL,"33500000000.00000000","26800000000.00000000","45272155.000000000000",NULL,"11318038.750000000000","9054431.000000000000"
"Ukraine 2016","2016","5","8","2","15","77.68936629","93355869404","45004673","15.5378732580000000","9.7111707862500000","38.8446831450000000","5.1792910860000000","18671173880.80000000","11669483675.50000000","46677934702.00000000","6223724626.93333333","9000934.600000000000","5625584.125000000000","22502336.500000000000","3000311.533333333333"
"United Arab Emirates 2004","2004","0","0","1","1","56.22837229","148000000000","3993339",NULL,NULL,"56.2283722900000000","56.2283722900000000",NULL,NULL,"148000000000.00000000","148000000000.00000000",NULL,NULL,"3993339.000000000000","3993339.000000000000"
"United Arab Emirates 2016","2016","1","0","0","1","126.6440862","369000000000","8994263","126.6440862000000000",NULL,NULL,"126.6440862000000000","369000000000.00000000",NULL,NULL,"369000000000.00000000","8994263.000000000000",NULL,NULL,"8994263.000000000000"
"United Kingdom 1964","1964","5","19","6","30","223.2050593","94407558351","54000000","44.6410118600000000","11.7476347000000000","37.2008432166666667","7.4401686433333333","18881511670.20000000","4968818860.57894737","15734593058.50000000","3146918611.70000000","10800000.000000000000","2842105.263157894737","9000000.000000000000","1800000.000000000000"
"United Kingdom 1968","1968","5","5","9","19","228.2135328","108000000000","55211700","45.6427065600000000","45.6427065600000000","25.3570592000000000","12.0112385684210526","21600000000.00000000","21600000000.00000000","12000000000.00000000","5684210526.31578947","11042340.000000000000","11042340.000000000000","6134633.333333333333","2905878.947368421053"
"United Kingdom 1972","1972","12","9","8","29","231.8276568","170000000000","56086065","19.3189714000000000","25.7586285333333333","28.9784571000000000","7.9940571310344828","14166666666.66666667","18888888888.88888889","21250000000.00000000","5862068965.51724138","4673838.750000000000","6231785.000000000000","7010758.125000000000","1934002.241379310345"
